member_id,name,alias,kana,chamber,party,district,elected_count,roles,committees,party_divisions,career,as_of,member_company_offices,profile_url,source_url,verified,profile_asof,influence_tier,seniority
H-0293,長友 慎治,,ながとも しんじ,衆,国民,宮崎2,3,,農林水産委員会;予算委員会;情報監視審査会,,昭和五十二年六月、宮崎県都城市に生まれる、宮崎市清武町出身、宮崎市立加納小学校、清武中学校、宮崎県立宮崎南高校、早稲田大学法学部卒業○日向市産業支援センター「ひむか-Ｂｉｚ」センター長、ＮＰＯ法人「フードバンク日向」理事長○国民民主党宮崎県第二区総支部長○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/293.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0294,中西 健治,,なかにし けんじ,衆,自民,神奈川3,3（参2）,,財務金融委員会,,昭和三十九年一月東京都豊島区に生まれる、東京大学法学部卒業○ＪＰモルガン証券会社入社、同社取締役副社長○財務副大臣○自由民主党行政改革推進本部副本部長、法務部会部会長、財務金融部会部会長、副幹事長、税調幹事、金融調査会幹事長、政調副会長○参議院財政金融委員長、参議院法務委員会理事、衆議院財務金融委員会筆頭理事、衆議院決算行政監視委員会筆頭理事○当選三回（49 50 51）参二回（22 24）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/294.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0295,中根 一幸,,なかね かずゆき,衆,自民,（比）北関東,6,,内閣委員会,,昭和四十四年七月埼玉県鴻巣市三ツ木に生まれる、専修大学大学院法学課程修了○鴻巣市議会議員（二期）○内閣府副大臣、外務副大臣、外務大臣政務官○当選六回（44 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/295.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0296,中野 英幸,,なかの ひでゆき,衆,自民,埼玉7,3,総務大臣政務官,総務委員会,,総務大臣政務官 昭和三十六年九月埼玉県川越市に生まれる、日本大学通信教育部法学部政治経済学科中退○埼玉県議会議員（三期）○埼玉県議会企画財政委員長、産業労働企業委員長、経済・雇用対策特別委員長○有限会社くらづくり本舗社長○内閣府大臣政務官兼復興大臣政務官、法務大臣政務官、総務大臣政務官○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/296.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,mid
H-0297,中野 洋昌,,なかの ひろまさ,衆,中道,（比）近畿,6,,予算委員会;政治改革に関する特別委員会,,昭和五十三年一月京都市中京区に生まれる、東京大学教養学部卒業、米コロンビア大学国際公共政策大学院修了○国土交通省課長補佐○経済産業大臣政務官兼内閣府大臣政務官兼復興大臣政務官、国土交通大臣○公明党幹事長代行、中道改革連合幹事長代行○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/297.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0298,長野 春信,,ながの はるのぶ,衆,自民,（比）南関東,1,,環境委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和四十七年二月千葉県船橋市に生まれる、日本大学法学部政治経済学科卒、明大公共政策大学院卒○船橋市議（二期八年）、社会福祉法人理事長、保育園運営○自由民主党千葉県第十四選挙区支部長○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/298.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0299,中村 はやと,,なかむら はやと,衆,無,茨城7,2,,内閣委員会,,昭和六十一年十月茨城県猿島郡境町に生まれる、成蹊大学法学部卒業、岩井自動車学校総務部長、衆議院議員中村喜四郎秘書、茨城県議会議員二期、衆議院議員初当選（第五十回衆議院議員総選挙）○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/299.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0300,中村 裕之,,なかむら ひろゆき,衆,自民,北海道4,6,文部科学副大臣,,,文部科学副大臣 昭和三十六年二月北海道浦河郡浦河町に生まれ、北海道余市郡余市町に育つ。北海道立小樽潮陵高等学校、北海学園大学経済学部卒業○北海道総務部札幌北道税事務所、中村建設株式会社、同社取締役を経て代表取締役となる。平成十五年四月北海道議会議員初当選、以後十九年、二十三年当選。北海道議会文教委員長等歴任。日本青年会議所北海道地区道南ブロック協議会会長、北海道ＰＴＡ連合会会長等を歴任。文部科学大臣政務官、農林水産副大臣、自民党政調文部科学部会長、衆議院文部科学委員長○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/300.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0301,なかや めぐ,,なかや めぐ,衆,参政,（比）南関東,1,,決算行政監視委員会;消費者問題に関する特別委員会,,昭和五十六年十月愛知県名古屋市に生まれる、愛知県立蟹江高等学校卒業、衆議院決算行政監視委員、衆議院消費者問題に関する特別委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/301.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0302,中山 展宏,,なかやま のりひろ,衆,自民,（比）四国,5,,経済産業委員会;消費者問題に関する特別委員会,,昭和四十三年九月兵庫県西宮市に生まれる、早稲田大学大学院ファイナンス研究科中退、東京大学先端科学技術研究センター客員上級研究員○証券会社社員、代議士秘書○外務大臣政務官、国土交通副大臣○衆議院予算・内閣委員会理事○自民党経済産業部会長代理○ルール形成戦略議員連盟事務局長○当選五回（46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/302.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0303,中山 泰秀,,なかやま やすひで,衆,自民,（比）近畿,6,,国土交通委員会;予算委員会;憲法審査会,,昭和四十五年十月十四日生まれ、大阪市北区出身、早大院修了○衆議院初当選二〇〇三年（Ｈ15）、総務庁長官・建設大臣各秘書官、小池百合子代議士政策担当秘書、中山正暉代議士政策担当秘書、（株）電通、（株）ＦＦＲＩセキュリティ社外取締役（東証グロース市場）、学校法人追手門学院名誉理事・客員教授、ブリガムヤング大学ハワイ校客員教授、ボストングローバルフォーラム日本・台湾代表○外務副大臣、防衛副大臣兼内閣府副大臣○自民党日・グローバルサウス連携本部長、党国家サイバーセキュリティ戦略本部・党インテリジェンス戦略本部各副本部長○予算委員、国土交通委員、憲法審査会委員○キッスＦＭ神戸の長寿番組『中山泰秀の「やすトラダムス」』で十五年間、生放送キャスターを務める○当選六回（43 44 46 47 48 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/303.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0304,鍋島 勢理,,なべしま せり,衆,国民,（比）中国,1,,環境委員会;東日本大震災復興及び原子力問題調査特別委員会,,平成三年六月九日広島県東広島市に生まれる、青山学院大学法学部卒業○東京電力ホールディングス株式会社、一般社団法人CDO Club Japan理事、広島県庁、東広島市議会議員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/304.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0305,仁木 博文,,にき ひろぶみ,衆,自民,徳島1,4,厚生労働副大臣,,,厚生労働副大臣 昭和四十一年五月二十三日徳島県阿南市宝田町に生まれる、東京大学教養学部卒業、徳島大学医学部卒業、医師となる。徳島大学大学院医学博士取得、自由民主党徳島県第一選挙区支部長○当選四回（45 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/305.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,mid
H-0306,西岡 秀子,,にしおか ひでこ,衆,国民,長崎1,4,,国土交通委員会;議院運営委員会,,昭和三十九年三月長崎県長崎市に生まれる、学習院大学法学部卒業○国会議員秘書、会社員、会社役員○国民民主党長崎県総支部連合会代表、党長崎県第一区総支部長○衆議院議院運営委員会理事、国土交通委員会委員、外務委員会理事○当選四回（48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/306.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0307,西岡 義高,,にしおか よしたか,衆,国民,（比）南関東,2,,文部科学委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和五十二年五月生まれ、神奈川県横浜市出身、駒澤大学文学部卒業○元会社員○国民民主党国会対策副委員長○衆議院文部科学委員会理事、地域活性化・こども政策・デジタル社会形成に関する特別委員○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/307.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0308,西園 勝秀,,にしぞの かつひで,衆,中道,（比）東海,2,,環境委員会;災害対策特別委員会,,昭和四十三年二月千葉県船橋市に生まれる、北海道大学工学部土木工学科卒業、北海道大学大学院工学研究科修了。技術士（建設）、海洋・港湾構造物維持管理士、静岡県港湾局長、海上・港湾・航空技術研究所企画調整・防災課長、国土交通省港湾局技術基準審査官、ＪＩＣＡ技術審議役、沿岸技術研究センター研究主幹、北海道開発局港湾計画課長、国土技術政策総合研究所津波・高潮災害研究官、復興庁参事官○公明党団体局次長○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/308.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0309,西田 薫,,にしだ かおる,衆,維新,大阪6,2,,内閣委員会;安全保障委員会;憲法審査会,,昭和四十二年四月大阪府守口市に生まれる、日本大学中退、参議院議員国会担当秘書、守口市議会議員、大阪府議会議員○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/309.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0310,西田 昭二,,にしだ しょうじ,衆,自民,石川3,4,,農林水産委員会;国家基本政策委員会;予算委員会;議院運営委員会;災害対策特別委員会;政治倫理審査会,,昭和四十四年五月石川県七尾市石崎町に生まれる、愛知学院大学商学部卒業○衆議院議員秘書、七尾市議会議員、石川県議会議員、石川県議会副議長○国土交通大臣政務官、内閣府大臣政務官、復興大臣政務官、総務大臣政務官○自由民主党副幹事長、党総務、国会対策副委員長、水産部会長代理、国土交通副部会長○衆議院農林水産委員会理事、国土交通委員会委員、外務委員会委員、総務委員会委員、東日本大震災復興・防災・災害対策に関する特別委員会委員、原子力問題調査特別委員会委員、地方創生に関する特別委員会委員、北朝鮮による拉致問題等に関する特別委員会委員○当選四回（48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/310.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0311,西野 太亮,,にしの だいすけ,衆,自民,熊本2,3,,環境委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和五十三年九月二十二日熊本県飽託郡飽田町（現・熊本市南区）生まれ、熊本高校卒業、東京大学法学部卒業、平成十五年財務省入省、米国・コロンビア大学公共政策大学院修了、復興庁参事官補佐、財務省主計局主査、令和三年十月衆議院議員○内閣府大臣政務官○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/311.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0312,西村 明宏,,にしむら あきひろ,衆,自民,宮城3,7,安全保障委員会 委員長,安全保障委員会,,安全保障委員長 昭和三十五年七月福岡県に生まれる、早稲田大学政治経済学部政治学科卒業、同大学院政治学研究科修了○大蔵大臣秘書官、早稲田大学講師、東北福祉大学教授○環境大臣、内閣府特命担当大臣、内閣官房副長官、国土交通副大臣、内閣府副大臣、復興副大臣、内閣府大臣政務官○自由民主党筆頭副幹事長、総務会総務、政務調査会副会長兼事務局長、選挙対策委員会筆頭副委員長、団体総局長、地方組織議員総局長、経済産業部会長、国土交通部会長、総合交通政策特別委員長、航空政策特別委員長、宮城県支部連合会会長○衆議院国土交通委員長、同筆頭理事、安全保障委員長、災害対策特別委筆頭理事、東日本大震災復興特別委筆頭理事、科学技術特別委筆頭理事、内閣委理事、文部科学委理事、経済産業委理事○当選七回（43 44 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/312.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0313,西村 智奈美,,にしむら ちなみ,衆,中道,（比）北陸信越,8,,法務委員会;北朝鮮による拉致問題等に関する特別委員会;憲法審査会,,昭和四十二年一月十三日新潟県西蒲原郡吉田町米納津に生まれる。新潟大学大学院法学研究科修了○新潟県議会議員（一期）○大学非常勤講師、ＮＶＣ新潟国際ボランティアセンター事務局長○厚生労働副大臣、外務大臣政務官○立憲民主党幹事長、党代表代行、党自治制度調査会長、党社会保障調査会長、党新潟県連代表○衆議院沖縄及び北方問題に関する特別委員会委員長、衆議院法務委員長○当選八回（43 44 45 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/313.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0314,西村 康稔,,にしむら やすとし,衆,自民,兵庫9,9,,国家基本政策委員会,,昭和三十七年十月十五日生まれ、神戸大附属明石小学校、中学校、灘高校、東大法学部、米国メリーランド大学公共政策大学院卒業○昭和六十年通産省入省、石川県商工課長○外務大臣政務官、内閣官房副長官、国務大臣（経済再生・新型コロナ対策・ＴＰＰ・全世代型社会保障各担当）、経済産業大臣○自民党政調会副会長、筆頭副幹事長・総裁特別補佐、経済成長戦略本部座長、選対委員長○衆議院内閣委員長、予算理事○インド、サウジアラビア、ペルー、オマーン各友好議連会長、アフリカ友好議連会長代行○著書『コロナとの死闘』（幻冬舎）『第四次産業革命』（ワニブックス）『繁栄か衰退か』『命を守る防災・危機管理』（以上プレジデント社）『新ハイブリッド国家』（スターツ出版）等○当選九回（43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/314.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0315,西銘 恒三郎,,にしめ こうさぶろう,衆,自民,沖縄4,8,東日本大震災復興及び原子力問題調査特別委員会 委員長,外務委員会;東日本大震災復興及び原子力問題調査特別委員会,,東日本大震災復興及び原子力問題調査特別委員長 昭和二十九年八月沖縄県那覇市に生まれる、上智大学経済学部卒業、沖縄振興開発金融公庫、米国ＴＵＬＡＮＥ大学院留学、沖縄県知事西銘順治秘書、沖縄県議四期、県連会長○平成十五年衆議院議員初当選○国土審議会特別委員、国交大臣政務官、総務・経産副大臣、第一次・第二次岸田内閣復興大臣・沖北担当大臣○自民党財政金融証券・環境・農林水産・商工・中小企業・安保関係団体副委員長、運輸交通団体委員長、外交・農林部会長、国対副委員長、国交部会長代理、総務部会長、地域再生戦略・沖縄振興・中小企業小規模事業者政策・地方行政・総合エネルギー戦略調査会副会長、党幹事長代理、組織運動本部副本部長○衆議院予算・沖北特委員会理事、国交・安保・復興原子力特委員長○当選八回（43 44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/315.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0316,西山 尚利,,にしやま なおとし,衆,自民,福島1,1,,法務委員会;農林水産委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和四十年二月福島県福島市に生まれる、法政大学経済学部卒業○（株）木下工務店入社、国会議員秘書、福島市議会議員一期、福島県議会議員五期、福島県議会議長○自由民主党福島県連政務調査会長、党福島県連総務会長、党福島県連幹事長、党福島県連副会長、党国会対策委員会委員○衆議院農林水産委員会委員、消費者問題に関する特別委員会委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/316.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0317,新田 章文,,にった しょうぶん,衆,自民,神奈川2,1,,総務委員会;財務金融委員会;沖縄及び北方問題に関する特別委員会,,昭和五十六年五月大阪府大阪市に生まれる、同志社大学法学部卒業○会社員、衆議院議員秘書、内閣官房長官秘書官、内閣総理大臣秘書官○衆議院総務委員、財務金融委員、沖縄及び北方問題に関する特別委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/317.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0318,丹羽 秀樹,,にわ ひでき,衆,自民,愛知6,8,地域活性化・こども政策・デジタル社会形成に関する特別委員会 委員長,文部科学委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,地域活性化・こども政策・デジタル社会形成に関する特別委員長 昭和四十七年十二月愛知県春日井市に生まれる、玉川大学文学部卒業○証券会社、衆議院議員秘書○文部科学大臣政務官、文部科学副大臣となる○自由民主党愛知県支部連合会長、国会対策委員長代理、政務調査会文部科学部会長、青年局長代理、ネットメディア局長代理○衆議院議院運営委員会理事、厚生労働委員長○当選八回（44 45補46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/318.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0319,額賀 福志郎,,ぬかが ふくしろう,衆,自民,茨城2,15,,懲罰委員会,,昭和十九年一月十一日茨城県行方市小高出身。早稲田大学政治経済学部卒業○産経新聞記者、茨城県議会議員○通産政務次官、内閣官房副長官、防衛庁長官、経済財政担当大臣、防衛庁長官、財務大臣○自民党初代労政局長、広報本部長、幹事長代理、政務調査会長、安全保障調査会長、領土に関する特命委員長、税制調査会小委員長、東日本大震災復興加速化本部長、総合エネルギー戦略調査会長、税制調査会顧問、財政健全化推進本部長○衆議院大蔵委員長、議運委筆頭理事、商工委筆頭理事、政治改革特別委理事、逓信委理事、国家安全保障に関する特別委員長、情報監視審査会長○永年在職議員として衆議院より表彰される○衆議院議長（第79代・80代）○当選十五回（37 38 39 40 41 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/319.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0320,沼崎 満子,,ぬまざき みつこ,衆,中道,（比）南関東,2,,厚生労働委員会;議院運営委員会,,昭和四十八年二月東京都杉並区に生まれる、筑波大学医学専門学群卒業、筑波大学大学院人間総合科学研究科修了○医師、麻酔科医、医学博士、ＪＡ神奈川厚生連伊勢原協同病院手術部長○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/320.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0321,根本 拓,,ねもと たく,衆,自民,福島2,2,,国土交通委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和六十一年九月十一日生まれ、福島県郡山で育ち、東京大学法科大学院、ハーバード大学法科大学院卒業○弁護士、西村あさひ法律事務所、米国コーエングループ、ＯＥＣＤ（経済協力開発機構）勤務○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/321.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0322,根本 幸典,,ねもと ゆきのり,衆,自民,愛知15,6,農林水産副大臣,,,農林水産副大臣 昭和四十年二月二十一日生まれ、愛知県豊橋・田原で育ち、一橋大学経済学部卒業○豊橋市議会議員（二期）、（株）リクルート社員○国土交通大臣政務官兼内閣府大臣政務官、農林水産副大臣○自由民主党愛知県第十五選挙区支部支部長、総務部会長○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/322.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0323,野田 聖子,,のだ せいこ,衆,自民,岐阜1,12,,懲罰委員会,,昭和三十五年九月北九州市に生まれる。上智大学外国語学部卒業○（株）帝国ホテル社員、岐阜県議会議員○平成八年郵政政務次官○平成十年郵政大臣○平成二十年内閣府特命担当大臣（科学技術政策・食品安全）・消費者行政推進担当大臣・宇宙開発担当大臣○平成二十九年総務大臣・女性活躍担当大臣・内閣府特命担当大臣（男女共同参画・マイナンバー制度）○令和三年内閣府特命担当大臣（地方創生・少子化対策・男女共同参画）・女性活躍担当大臣・こども政策担当大臣・孤独・孤立対策担当大臣○平成三十年衆議院予算委員長○平成二十四年自民党総務会長○令和二年自民党幹事長代行○令和四年自民党情報通信戦略調査会長○当選十二回（40 41 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/323.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0324,野田 佳彦,,のだ よしひこ,衆,中道,千葉14,11,,決算行政監視委員会,,昭和三十二年五月二十日千葉県船橋市に生まれる、早稲田大学政経学部政治学科卒業○松下政経塾（第一期生）卒塾後、千葉県議会議員を二期務め、財務大臣、内閣総理大臣となる○当選十一回（40 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/324.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0325,野中 厚,,のなか あつし,衆,自民,埼玉12,6,,農林水産委員会;決算行政監視委員会,,昭和五十一年埼玉県加須市大越に生まれる。慶應義塾大学商学部卒業、埼玉県議会議員○文部科学副大臣、農林水産副大臣、農林水産大臣政務官○衆議院農林水産委員長○自由民主党農林部会長、党組織運動本部地方組織・議員総局長、青年局次長、副幹事長、国会対策委員会副委員長、国土・建設関係団体委員長○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/325.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0326,野間 健,,のま たけし,衆,中道,鹿児島3,5,,農林水産委員会;安全保障委員会,,昭和三十三年十月八日生まれ。鹿児島県日置市伊集院町出身。慶應義塾大学法学部卒業、兼松（株）社員、松下政経塾十二期生、国会議員公設秘書、松下忠洋国務大臣秘書官。国民新党政調会長、衆議院環境委員、同経済産業委員、同国土交通委員会理事、同厚生労働委員、同農林水産委員会理事等を務める○当選五回（46 47 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/326.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0327,野村 美穂,,のむら みほ,衆,国民,（比）東海,1,,内閣委員会;政治改革に関する特別委員会,,昭和四十四年五月岐阜県大垣市に生まれる、東海女子大学（現・東海学院大学）文学部英米文化学科卒業○岐阜県議会議員（五期）、国民民主党岐阜県連幹事長、民主党岐阜県第二区総支部職員、大垣市立東中学校常勤講師（英語）、株式会社サンゲツ社員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/327.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0328,萩生田 光一,,はぎうだ こういち,衆,自民,東京24,8,,国家基本政策委員会,,昭和三十八年八月東京都八王子市に生まれる、明治大学商学部卒業○八王子市議会議員、東京都議会議員、文部科学大臣政務官、内閣官房副長官、内閣人事局長となる。また自由民主党青年局長、選挙対策委員会筆頭副委員長、総裁特別補佐、政務調査会長、幹事長代行、文部科学大臣、経済産業大臣となる○当選八回（43 44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/328.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0329,萩原 佳,,はぎはら けい,衆,維新,大阪9,2,,財務金融委員会,,昭和五十二年七月大阪府に生まれる、信州大学経済学部卒業○公認会計士、税理士、元茨木市議会議員○衆議院財務金融委理事、党政調会長代理、党財務金融部会長○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/329.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0330,橋本 岳,,はしもと がく,衆,自民,岡山4,6,,厚生労働委員会;予算委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和四十九年二月岡山県総社市に生まれる、慶應義塾大学大学院政策・メディア研究科修士課程修了○（株）三菱総合研究所研究員、川崎医療福祉大学特任教授○厚生労働大臣政務官、厚生労働副大臣○自由民主党外交部会長、厚生労働部会長○衆議院厚生労働委員長○著書『新型コロナウイルス感染症と対峙したダイヤモンド・プリンセス号の四週間』○当選六回（44 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/330.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0331,橋本 幹彦,,はしもと みきひこ,衆,国民,（比）北関東,2,,安全保障委員会;政治倫理審査会,,平成七年十二月千葉県八千代市に生まれる、防衛大学校公共政策学科卒業○航空自衛官（三等空尉、航空機整備）、経営コンサルティング会社役員○衆議院安全保障委員会理事、政治倫理審査会幹事○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/331.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
